player,country,start,end,matches,bat_innings,bowl_innings,field_innings,not_outs,runs,high_score,high_score_not_out,average,balls_faced,strike_rate,hundreds,fifties,ducks,fours,sixes,overs,maidens,wickets,economy,best_bowling_innings,four_wickets,five_wickets,ten_wickets,dismissals,caught,caught_fielder,caught_behind,stumped,max_dismissals_innings
A Balbirnie,Ireland,2010,2024,230,229,4,231,13,5943,145,TRUE,NA,6070,Inf,8,32,16,254,68,0,0,2,7.4,1/26,0,0,0,89,89,89,0,0,4
A Bhadauria,LUX,2022,2022,2,2,0,2,0,40,21,FALSE,20,31,129.03225806451613,0,0,0,6,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Bhagwat,Hong Kong,2019,2019,4,4,0,4,0,5,3,FALSE,1.25,16,31.25,0,0,1,0,0,0,0,0,NA,NA,0,0,0,2,2,0,2,0,2
A Bhandari,India,2000,2004,2,1,2,2,1,106,0,TRUE,21.2,0,21.2,0,0,0,0,0,0,0,5,6,3/31,0,0,0,0,0,0,0,0,0
A Bhargava,SGP,2022,2023,5,3,4,5,1,86,5,FALSE,7.111111111111111,9,70.99999999999999,0,0,0,2,0,13,0,9,5.6923076923076925,4/19,1,0,0,1,1,1,0,0,1
A Bhattarai,NEP,2014,2014,1,1,1,1,0,14,2,FALSE,7,3,42.33333333333333,0,0,0,0,0,3,0,1,4,1/12,0,0,0,0,0,0,0,0,0
A Bishnoi,MLT,2021,2023,12,9,12,12,5,317,4,TRUE,14.125,21,34.648809523809526,0,0,3,0,0,33.5,2,12,9.044334975369456,4/35,1,0,0,1,1,1,0,0,1
A Bohara,NEP,2019,2024,64,19,61,64,12,1565,12,TRUE,NA,47,Inf,0,0,5,1,1,201.4,2,75,5.982644628099174,6/11,2,1,0,11,11,11,0,0,1
A Brown,England,1961,1961,2,1,4,4,1,153,3,TRUE,NA,0,107.66666666666669,0,0,0,0,0,0,0,3,2.786377708978328,3/27,0,0,0,1,1,1,0,0,1
A Bulow,DEN,2019,2019,2,1,0,1,0,11,11,FALSE,11,13,84.61538461538461,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Bushell,GUE,2023,2023,3,1,0,3,0,5,5,FALSE,5,8,62.5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,4,3,0,3,1,3
A Busing-Volschenk,Namibia,2024,2024,1,1,0,1,0,0,0,FALSE,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,2
A Carthew,Chile,2019,2023,6,3,2,6,2,45,6,TRUE,14.75,24,36.66666666666667,0,0,0,0,0,5,0,2,6.2,1/12,0,0,0,0,0,0,0,0,0
A Chaubey,CRT,2024,2024,4,4,4,4,0,140,7,FALSE,22.75,21,46.49999999999999,0,0,1,0,2,13.1,0,3,9.569620253164558,3/30,0,0,0,2,2,2,0,0,2
A Chaudhary,SGP,2023,2024,5,4,5,5,0,143,37,FALSE,22.083333333333332,44,60.72727272727272,0,0,1,5,0,13,0,3,7.769230769230769,2/9,0,0,0,0,0,0,0,0,0
A Chopra,India,2003,2004,10,19,0,19,0,437,60,FALSE,23,0,NA,0,2,1,0,0,0,0,0,NA,NA,0,0,0,15,15,15,0,0,3
A Codrington,Canada,2003,2007,9,8,8,9,0,312,16,FALSE,16.1875,92,40.54347826086956,0,0,2,0,0,0,0,10,5.3,5/27,0,1,0,0,0,0,0,0,0
A Coningham,Australia,1894,1895,1,2,2,2,0,89,10,FALSE,22.25,0,93,0,0,0,0,0,0,0,2,2.4516129032258065,2/17,0,0,0,0,0,0,0,0,0
A Conteh,GMB,2022,2023,9,8,8,9,0,206,9,FALSE,11.756944444444445,81,36.16666666666667,0,0,1,4,0,25.1,0,9,6.397350993377483,4/10,1,0,0,2,2,2,0,0,1
A Cotter,Australia,1904,1912,21,37,38,40,2,3006,45,FALSE,20.84879614767255,0,52.056179775280896,0,0,6,0,0,0,0,89,3.301100798618606,7/148,0,7,0,8,8,8,0,0,2
A Coxon,England,1948,1948,1,2,2,2,0,191,19,FALSE,33.41666666666667,0,126,0,0,1,0,0,0,0,3,2.7301587301587302,2/90,0,0,0,0,0,0,0,0,0
A D'souza,Pakistan,1959,1962,6,10,9,10,8,821,23,TRUE,40.91176470588235,0,93.3529411764706,0,0,0,0,0,0,0,17,2.816635160680529,5/112,0,1,0,3,3,3,0,0,2
A Dananjaya,Sri Lanka,2012,2024,81,58,85,86,16,4116,50,TRUE,20.84482372617966,523,57.338070974315286,0,1,8,7,0,116.5,1,122,5.646519478444705,6/29,2,6,0,22,22,22,0,0,2
A Davidson Soler,ESP,2024,2024,9,5,0,9,0,90,51,FALSE,18,81,111.11111111111111,0,1,1,9,0,0,0,0,NA,NA,0,0,0,9,4,0,4,5,3
A Daxini,CRT,2023,2023,4,3,2,3,0,35,5,FALSE,NA,22,Inf,0,0,0,1,0,1.3,0,0,16,NA,0,0,0,0,0,0,0,0,0
A Denuwan,ITA,2022,2022,3,0,3,3,0,50,NA,FALSE,50,0,38,0,0,0,0,0,6.2,0,1,7.894736842105264,1/17,0,0,0,0,0,0,0,0,0
A Desai,United States of America,2024,2024,1,0,1,1,0,21,NA,FALSE,NA,0,Inf,0,0,0,0,0,2,0,0,10.5,NA,0,0,0,1,1,1,0,0,1
A Dhingra,LUX,2021,2023,18,7,18,18,4,458,5,TRUE,13.972222222222221,11,50.32575757575758,0,0,1,1,0,56.3,1,18,7.946902654867257,2/26,0,0,0,2,2,2,0,0,1
A Dizija,SRB,2022,2024,25,24,4,24,0,621,92,FALSE,42.270833333333336,454,69.54515418502203,0,4,3,45,17,10.1,0,2,12.590163934426233,1/17,0,0,0,5,5,5,0,0,1
A Djorovic,SRB,2019,2023,11,7,9,11,3,253,15,FALSE,112.25,73,90.52739726027397,0,0,0,4,0,21.3,1,1,10,1/31,0,0,0,2,2,2,0,0,1
A Dolphin,England,1921,1921,1,2,0,2,0,1,1,FALSE,0.5,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,1,0,1,0,1
A Donovan,PHI,2024,2024,3,2,3,3,1,33,1,TRUE,NA,10,Inf,0,0,0,0,0,4,0,0,7.75,NA,0,0,0,0,0,0,0,0,0
A Dowling,BUL,2024,2024,1,1,0,1,0,2,2,FALSE,2,3,66.66666666666666,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Ducat,England,1921,1921,1,2,0,2,0,5,3,FALSE,2.5,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Dutt,NED,2021,2024,62,42,62,62,11,2400,23,TRUE,18.3292326546003,385,53.29341437963021,0,0,6,2,1,49,1,67,6.254595323322951,6/34,0,1,0,12,12,12,0,0,2
A Faletar,CRT,2023,2023,4,2,0,3,1,0,0,TRUE,0,2,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Ferguson,Arg,2019,2023,19,16,0,19,4,394,86,TRUE,32.833333333333336,409,96.33251833740832,0,3,1,42,4,0,0,0,NA,NA,0,0,0,5,5,4,1,0,1
A Fielder,England,1904,1908,6,12,10,12,5,789,20,FALSE,19.244505494505496,0,57.34615384615385,0,0,0,0,0,0,0,26,2.8611670020120723,6/82,0,1,0,4,4,4,0,0,2
A Flintoff,England/ICC World XI,1998,2009,227,259,7,7,26,7476,167,FALSE,28.8437323492212,3881,68.87289540259965,8,44,27,7,2,25,0,5,6.44,2/23,0,0,0,5,5,5,0,0,2
A Flintoff (Eng/Icc),NA,1998,2009,220,0,256,284,0,11531,NA,FALSE,28.586113002042204,0,49.716486882756456,0,0,0,0,0,0,0,395,3.685114534411272,5/58,6,5,0,99,99,99,0,0,3
A Flower,Zimbabwe,1992,2003,276,320,4,322,35,11607,232,TRUE,NA,9097,Inf,16,82,18,0,0,0,0,0,6.3,NA,0,0,0,333,292,17,275,41,5
A Gandotra,India,1969,1969,2,4,1,4,0,59,18,FALSE,NA,0,Inf,0,0,0,0,0,0,0,0,5,NA,0,0,0,1,1,1,0,0,1
A Gasteratos,GRC,2022,2024,6,5,0,6,1,17,8,TRUE,4.25,39,43.58974358974359,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Gavde,CAY,2019,2019,1,1,0,1,0,1,1,FALSE,1,6,16.666666666666664,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Gbla,Sri LankaE,2021,2024,28,22,18,28,3,445,29,TRUE,10.49771167048055,205,49.619830328738075,0,0,3,13,6,43.5,1,23,6.0456273764258555,5/16,1,1,0,8,8,8,0,0,3
A Gorawara,Hong Kong,2023,2024,4,4,0,4,0,38,20,FALSE,9.5,37,102.7027027027027,0,0,0,2,2,0,0,0,NA,NA,0,0,0,3,3,1,2,0,1
A Govorko,CRT,2024,2024,4,1,0,4,1,1,1,TRUE,NA,1,100,0,0,0,0,0,0,0,0,NA,NA,0,0,0,4,4,0,4,0,2
A Greenwood,England,1877,1877,2,4,0,4,0,77,49,FALSE,19.25,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
A Habib,England,1999,1999,2,3,0,4,0,26,19,FALSE,8.666666666666666,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Halbhavi,LUX,2021,2023,16,16,0,16,0,223,48,FALSE,13.9375,207,107.7294685990338,0,0,5,29,3,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
A Harikumar,BUL,2021,2021,1,1,0,1,0,22,22,FALSE,22,13,169.23076923076923,0,0,0,3,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Harris,Bhm,2021,2022,6,3,2,6,1,40,6,TRUE,NA,14,Inf,0,0,0,0,1,3,0,0,9.666666666666666,NA,0,0,0,1,1,1,0,0,1
A Hearne,England,1892,1892,1,1,0,2,0,9,9,FALSE,9,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Hill,England,1877,1877,2,4,4,4,2,231,49,FALSE,34.535714285714285,0,48.57142857142857,0,0,1,0,0,0,0,7,2.294117647058824,4/27,0,0,0,1,1,1,0,0,1
A Hurwood,Australia,1930,1931,2,2,4,4,0,175,5,FALSE,8.977272727272728,0,47,0,0,1,0,0,0,0,11,1.9729206963249517,4/22,0,0,0,2,2,2,0,0,2
A Husain,Arg,2019,2024,16,5,14,16,4,230,6,FALSE,15.541666666666666,14,56.42857142857143,0,0,0,2,0,40,1,12,5.425,3/8,0,0,0,5,5,5,0,0,1
A Ilaoa,Samoa,2023,2024,7,5,1,7,2,43,12,FALSE,9.5,15,54.5,0,0,1,1,0,3,0,2,9.333333333333334,2/28,0,0,0,8,7,0,7,1,5
A Jackson,Australia,1929,1931,8,11,0,16,1,474,164,FALSE,47.4,0,NA,1,2,1,0,0,0,0,0,NA,NA,0,0,0,7,7,7,0,0,2
A Jadeja,India,1992,2000,211,203,52,220,38,7029,119,FALSE,43.26433566433566,7678,66.09841104454284,6,34,11,0,0,0,0,20,5.259615384615385,3/3,0,0,0,64,64,64,0,0,2
A Johnmary,Fran,2021,2021,2,2,0,2,0,8,8,FALSE,4,14,57.14285714285714,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Johnson,Canada,2022,2024,45,45,2,44,2,1322,121,TRUE,NA,1013,Inf,2,9,5,82,56,2,0,0,2.75,NA,0,0,0,18,18,18,0,0,2
A Kadowaki Fleming,Japan,2024,2024,3,3,0,3,1,127,65,TRUE,63.5,79,160.75949367088606,0,1,0,10,2,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Kainessie,Sri LankaE,2023,2024,9,8,0,9,0,94,37,FALSE,11.75,106,88.67924528301887,0,0,0,10,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Kalasi,THA,2023,2024,11,6,10,11,4,176,8,TRUE,10.863636363636363,16,53.29545454545455,0,0,2,0,1,35,1,11,4.628571428571429,2/9,0,0,0,2,2,2,0,0,1
A Kansonkho,MWest Indies,2021,2023,7,3,0,7,1,22,20,TRUE,11,19,115.78947368421052,0,0,1,2,1,0,0,0,NA,NA,0,0,0,5,5,5,0,0,3
A Kapoor,Canada,2022,2022,2,1,0,2,1,9,9,TRUE,NA,4,225,0,0,0,1,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Karn,NEP,2015,2015,2,1,2,2,0,53,4,FALSE,26.5,7,52.57142857142857,0,0,0,0,0,8,0,1,6.125,1/31,0,0,0,0,0,0,0,0,0
A Karvelas,GRC,2022,2022,1,1,1,1,0,20,10,FALSE,NA,20,Inf,0,0,0,1,0,3,0,0,3.3333333333333335,NA,0,0,0,0,0,0,0,0,0
A Kaul,SGP,2022,2024,11,9,3,11,1,138,56,FALSE,10.5625,122,48.22745901639344,0,1,2,10,3,5.5,0,4,5.314285714285715,3/20,0,0,0,3,3,3,0,0,1
A Khan,England,2009,2022,10,7,2,2,0,171,16,FALSE,64.5,54,132.37037037037038,0,0,0,2,1,0,0,1,4.206896551724138,1/111,0,0,0,0,0,0,0,0,0
A Khan (Den/Eng),NA,2009,2022,9,0,9,9,0,150,NA,FALSE,21.428571428571427,0,19.571428571428573,0,0,0,0,0,22.5,1,7,6.569343065693431,2/25,0,0,0,0,0,0,0,0,0
A Kheterpal,HUN,2021,2023,18,18,18,18,7,772,42,FALSE,33.33712121212121,258,75.13372093023256,0,0,2,34,7,61,0,12,7.590163934426229,3/19,0,0,0,4,4,4,0,0,1
A Kirschbaum,Arg,2021,2024,15,14,15,15,2,432,22,FALSE,20.76666666666667,130,52.611538461538466,0,0,2,8,2,47.1,1,10,7.03886925795053,2/14,0,0,0,7,7,7,0,0,2
A Krishna,SGP,2019,2023,18,11,18,18,7,511,21,TRUE,15.397727272727273,48,46.496212121212125,0,0,3,4,0,58.2,1,22,8.125714285714285,4/28,1,0,0,2,2,2,0,0,1
A Kumble,India,1990,2008,403,309,236,242,79,21799,110,TRUE,21.904426666852046,1536,63.53062314889607,1,5,35,0,0,0,0,619,2.6959608323133417,10/74,0,35,8,60,60,60,0,0,2
A Kumble (Asia/Ind),NA,1990,2007,271,0,265,268,0,10412,NA,FALSE,30.89614243323442,0,43.01483679525222,0,0,0,0,0,0,0,337,4.309602649006623,6/12,8,2,0,85,85,85,0,0,2
A Kuruvilla,India,1997,1997,35,22,40,40,5,1874,35,TRUE,20.39857142857143,43,59.19255813953488,0,0,6,0,0,0,0,50,3.876890014352161,5/68,1,1,0,4,4,4,0,0,1
A Lagos,GRC,2019,2019,1,1,1,1,1,14,1,TRUE,NA,4,Inf,0,0,0,0,0,2,0,0,6.5,NA,0,0,0,1,1,1,0,0,1
A Langham,STHEL,2022,2022,7,5,1,6,0,74,39,FALSE,NA,51,Inf,0,0,1,4,2,1,0,0,16,NA,0,0,0,0,0,0,0,0,0
A Lark,Aut,2019,2019,5,4,4,5,0,165,43,FALSE,20.625,121,53.70454545454545,0,0,1,15,0,11,0,4,5,3/20,0,0,0,3,3,3,0,0,1
A Limdawala,MWest Indies,2022,2024,33,21,24,33,5,695,54,TRUE,18.757440476190474,346,51.4428846683182,0,1,1,16,3,59.4,1,21,6.670391061452515,2/8,0,0,0,20,20,20,0,0,3
A Lyth,England,2015,2015,7,13,1,13,0,265,107,FALSE,20.384615384615383,0,Inf,1,0,1,0,0,0,0,0,0,NA,0,0,0,8,8,8,0,0,2
A Magdalenic,CRT,2023,2024,9,8,2,8,1,58,7,TRUE,NA,54,Inf,0,0,4,1,0,2.2,0,0,18,NA,0,0,0,0,0,0,0,0,0
A Maheshwari,CRT,2022,2024,12,10,7,12,0,230,16,FALSE,21,65,42.06923076923077,0,0,3,3,2,18.5,0,5,10.08849557522124,2/41,0,0,0,5,5,5,0,0,2
A Makesh,KUW,2019,2019,4,2,4,4,1,136,57,FALSE,68,41,96.51219512195121,0,1,0,3,4,9,1,1,8.777777777777779,1/19,0,0,0,1,1,1,0,0,1
A Manatos,GRC,2021,2021,1,0,0,1,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Manepalli,LUX,2020,2024,8,7,0,8,1,54,22,FALSE,9,58,93.10344827586206,0,0,0,3,1,0,0,0,NA,NA,0,0,0,8,8,0,8,0,3
A Manousis,GRC,2019,2022,11,11,3,11,2,169,27,FALSE,19.305555555555557,101,68.91584158415841,0,0,4,14,4,7,0,2,7.285714285714286,1/14,0,0,0,4,2,2,0,2,1
A Mansale,VAN,2019,2024,34,33,11,34,4,898,82,FALSE,19.70557029177719,586,66.33394591756367,0,5,5,46,26,29,0,13,6.862068965517241,3/13,0,0,0,16,16,16,0,0,3
A Maregwede,Zimbabwe,2003,2005,13,15,0,13,1,198,37,FALSE,15.45,218,56.88073394495413,0,0,2,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,1
A Martel,GUE,2022,2024,18,10,18,18,3,495,23,TRUE,18.46638655462185,78,69.40950226244344,0,0,1,11,4,55.3,0,17,7.243243243243243,3/12,0,0,0,3,3,3,0,0,2
A Martin,West Indies,2011,2011,10,6,10,10,5,326,4,TRUE,16.727272727272727,29,31.83228840125392,0,0,0,0,0,3,0,12,5.333333333333334,4/36,1,0,0,5,5,5,0,0,2
A Mcauley,IOM,2020,2024,23,22,0,22,1,395,50,FALSE,18.80952380952381,433,91.22401847575058,0,1,2,32,2,0,0,0,NA,NA,0,0,0,4,4,4,0,0,1
A Mcgrath,England,2003,2004,18,17,9,20,2,598,81,FALSE,28.6375,353,44.13774787535411,0,3,1,0,0,0,0,8,3.94969040247678,3/16,0,0,0,7,7,7,0,0,2
A Mehmood,Hong Kong,2016,2024,7,2,5,7,2,130,14,TRUE,NA,5,173,0,0,0,1,1,11,0,1,10.545454545454543,1/35,0,0,0,1,1,1,0,0,1
A Melville,South Africa,1938,1949,11,19,0,20,2,894,189,FALSE,52.588235294117645,0,NA,4,3,2,0,0,0,0,0,NA,NA,0,0,0,8,8,8,0,0,2
A Mene-Ejegi,SRB,2022,2024,13,10,11,13,1,368,32,TRUE,17.80808080808081,69,87.80895915678525,0,0,2,10,6,37.4,0,11,6.92920353982301,4/30,1,0,0,5,5,5,0,0,2
A Mishra,India,2003,2017,68,44,84,85,5,5157,84,FALSE,16.88467653508772,82,44.777489168806156,0,4,7,0,0,38,1,156,4.745764602778029,6/48,2,3,0,14,14,14,0,0,1
A Mitchell,England,1933,1936,6,10,1,12,0,302,72,FALSE,NA,0,Inf,0,2,1,0,0,0,0,0,4,NA,0,0,0,9,9,9,0,0,2
A Mithun,India,2010,2011,9,8,13,13,0,830,46,FALSE,39.833333333333336,55,81.36363636363636,0,0,1,0,0,0,0,12,5.283333333333333,4/105,0,0,0,1,1,1,0,0,1
A Modi,SGP,2022,2022,7,6,0,7,1,48,24,FALSE,9.6,78,61.53846153846154,0,0,1,1,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,2
A Mongar,BHU,2023,2023,2,1,2,2,0,15,4,FALSE,4.75,6,37.83333333333333,0,0,0,0,0,3,1,2,3.6666666666666665,2/6,0,0,0,0,0,0,0,0,0
A Morris,CAY,2019,2023,12,7,12,12,4,268,3,TRUE,8.568627450980392,24,18.18137254901961,0,0,2,0,0,44,1,17,5.9772727272727275,4/26,1,0,0,0,0,0,0,0,0
A Mucyodusenge,RWN,2022,2022,1,1,0,1,0,1,1,FALSE,1,10,10,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
A Mukund,India,2011,2017,7,14,1,14,0,334,81,FALSE,NA,0,Inf,0,2,3,0,0,0,0,0,7,NA,0,0,0,6,6,6,0,0,2
A Mundra,SWE,2024,2024,4,4,0,4,1,153,56,TRUE,51,93,164.51612903225808,0,1,0,15,10,0,0,0,NA,NA,0,0,0,5,4,0,4,1,3
A Mustafa,Arg,2021,2023,2,0,1,2,0,9,NA,FALSE,NA,0,Inf,0,0,0,0,0,3,0,0,3,NA,0,0,0,2,2,2,0,0,2
A Mutreja,SGP,2022,2024,13,11,0,13,0,166,77,FALSE,15.090909090909092,138,120.28985507246377,0,1,3,10,8,0,0,0,NA,NA,0,0,0,9,9,9,0,0,2
A Nagarajan,QAT,2024,2024,1,1,1,1,1,19,0,TRUE,9.5,0,12,0,0,0,0,0,4,0,2,4.75,2/19,0,0,0,0,0,0,0,0,0
A Nanda,LUX,2019,2024,31,14,30,31,4,793,21,TRUE,14.788709677419355,70,51.465437788018434,0,0,2,3,2,96.2,0,31,7.619377162629758,5/6,0,1,0,13,13,13,0,0,2
A Nao,Papau New Guinea,2017,2024,44,30,44,44,15,1542,46,TRUE,21.512105263157896,201,68.00356637863314,0,0,3,6,3,59,4,44,5.65871375420776,4/27,1,0,0,15,15,15,0,0,2
A Nathwani,Aut,2019,2023,29,11,28,29,8,655,7,TRUE,13.735294117647058,47,36.75281602002504,0,0,2,1,0,91,0,34,6.9010989010989015,3/14,0,0,0,3,3,3,0,0,1
A Natubhai Ahir,PAN,2019,2023,16,16,13,16,0,445,51,FALSE,18.33125,210,61.01190476190476,0,1,3,19,9,37.3,2,10,6.293333333333335,4/26,1,0,0,11,6,3,3,5,2
A Ndlovu,Zimbabwe,2019,2024,16,9,16,17,3,688,13,TRUE,53.14583333333334,41,101.2439024390244,0,0,2,4,0,36,1,7,5.563600995953937,2/170,0,0,0,6,6,6,0,0,2
A Nehra,India,1999,2017,164,76,56,57,32,2870,24,FALSE,18.965802139037432,285,56.18674292589286,0,0,22,1,2,98,2,78,5.49136782650397,4/72,0,0,0,9,9,9,0,0,1
A Nehra (Asia/Ind),NA,2001,2011,120,0,120,120,0,4981,NA,FALSE,31.726114649681527,0,36.63057324840764,0,0,0,0,0,0,0,157,5.196661450182577,6/23,5,2,0,18,18,18,0,0,2
A Neill,Scotland,2019,2023,14,6,14,14,4,525,14,TRUE,17.634920634920633,41,46.39561556329849,0,0,0,0,0,20,0,23,6.230510440835268,3/32,0,0,0,7,7,7,0,0,2
A Nel,South Africa,2001,2008,117,65,147,148,21,7360,34,TRUE,19.078019153665455,168,39.441674505969885,0,0,13,0,0,8,0,231,4.321591251939977,6/32,3,4,1,38,38,38,0,0,2
A Nimaga,Mali,2024,2024,3,3,0,3,1,11,7,FALSE,5.5,13,84.61538461538461,0,0,0,1,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Nortje,South Africa,2019,2024,83,52,94,95,16,4112,40,TRUE,15.075590246580813,94,43.760692923724584,0,0,11,1,0,144.5,0,159,5.514027845463858,6/56,6,4,0,19,19,19,0,0,2
A Orfila,GIBR,2019,2021,5,3,5,5,1,141,4,TRUE,18.375,13,34.32692307692308,0,0,1,0,0,15,0,4,9,2/34,0,0,0,0,0,0,0,0,0
A Osei,GHA,2022,2024,17,14,1,17,0,229,72,FALSE,NA,270,Inf,0,1,1,18,1,1,0,0,7,NA,0,0,0,2,1,1,0,1,1
A Otwani,UGA,2019,2022,17,16,0,16,0,202,44,FALSE,12.625,198,102.020202020202,0,0,4,25,3,0,0,0,NA,NA,0,0,0,5,5,3,2,0,1
A Parima,COK,2022,2024,12,11,1,12,2,232,57,FALSE,NA,175,Inf,0,1,0,20,10,0.2,0,0,39,NA,0,0,0,7,7,5,2,0,1
A Patel,Canada,2003,2019,4,3,3,4,1,129,25,TRUE,NA,52,Inf,0,0,0,2,0,1,0,3,13.15,3/41,0,0,0,0,0,0,0,0,0
A Paul,EST,2022,2024,13,4,8,13,2,220,14,TRUE,16.11111111111111,24,49.66666666666667,0,0,1,1,0,24,0,9,8.333333333333334,3/25,0,0,0,7,7,7,0,0,3
A Phillip,West Indies,2021,2022,7,5,9,9,2,494,43,TRUE,42.72916666666667,25,79.1875,0,0,0,0,0,0,0,7,5.488963210702341,2/50,0,0,0,2,2,2,0,0,1
A Poulose,OMA,2017,2017,3,3,0,3,0,9,9,FALSE,3,14,64.28571428571429,0,0,2,2,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
A Prashar,HUN,2023,2023,5,4,5,5,0,161,20,FALSE,17.55,42,79.84761904761905,0,0,0,3,3,18,0,5,5.722222222222222,2/11,0,0,0,0,0,0,0,0,0
A Pusthay,FIN,2019,2022,12,12,7,12,0,295,56,FALSE,17.666666666666668,176,55.15909090909092,0,1,1,13,1,16,0,6,8.0625,2/15,0,0,0,6,6,6,0,0,1
A Rajshekara,ROM,2024,2024,8,7,0,8,2,106,50,FALSE,21.2,110,96.36363636363636,0,1,1,9,4,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
A Ranatunga,Sri Lanka,1982,2000,362,410,191,416,59,17358,135,TRUE,46.02560414269276,9571,90.93418609701115,8,87,30,0,0,0,0,95,3.707785033860227,4/14,1,0,0,110,110,110,0,0,3
A Randhawa,Aut,2022,2024,21,18,0,21,2,268,78,TRUE,16.75,320,83.75,0,1,0,18,5,0,0,0,NA,NA,0,0,0,5,5,5,0,0,1
A Rangaswamy,BOT,2019,2021,8,5,8,8,1,155,7,FALSE,8.079545454545453,16,47.07954545454545,0,0,2,0,1,23.4,2,11,6,4/21,1,0,0,1,1,1,0,0,1
A Ratra,India,2002,2002,18,18,1,23,2,254,115,TRUE,NA,127,Inf,1,0,1,0,0,0,0,0,1,NA,0,0,0,29,22,0,22,7,3
A Reyes,GIBR,2021,2024,24,15,15,24,3,392,44,FALSE,13.760416666666668,179,46.409043296089386,0,0,2,15,0,31.3,0,16,7.841269841269841,3/10,0,0,0,8,8,8,0,0,2
